# file produced from stan branch - Group-Studies---Exoplanets\Code\filtering_code_stan.ipynb
# on 22/01/2026 at 15:08
#
# WHAT HAS BEEN DONE/FILTERED
# kept only the columns needed for analysis and uncertainty calculations
# removed planets with no measured mass, zero/invalid mass uncertainties, or flagged as mass limits
# removed planets with no measured radius, zero/invalid radius uncertainties, or flagged as radius limits
# removed planets where the host star has missing radius, mass, temperature, metallicity, or j-mag
# removed planets flagged as controversial
# removed planets where stellar temperature, radius, semi-major axis, or j-mag uncertainties are missing or zero
#
#^note: doing the line above takes out 70 planets almost all from sm axis Unc
# which are all kepler planets so faint anyway so low TSM a lot of the 
# existing values for sm axis come from KOI catalogue rather than confirmed planet catalogue
#
# computed average uncertainties for mass, radius, stellar temp, stellar radius, semi-major axis, and j-mag
# computed planet surface gravity in cgs units
# computed absolute error on planet gravity from mass and radius uncertainties
# filtered planets to only those with radii between 1.5 and 4 earth radii (sub-neptunes)
# computed equilibrium temperature (teq) assuming full heat redistribution and a bond albedo of 0.3
# computed fractional uncertainties for teq based on stellar and orbital uncertainties
# computed transmission spectroscopy metric (tsm) for each planet
# computed fractional uncertainties for tsm based on planet, stellar, and teq uncertainties
#
# INDEXED COLUMNS
#
# COLUMN pl_name:             Planet Name
# COLUMN pl_orbper:           Orbital Period [days]
# COLUMN pl_orbsmax:          Orbit Semi-Major Axis [au]
# COLUMN pl_bmasse:           Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_rade:             Planet Radius [Earth Radius]
# COLUMN pl_radelim:          Planet Radius Limit Flag
# COLUMN pl_radeerr1:         Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:         Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_trandep:          Transit Depth [%]
# COLUMN pl_trandur:          Transit Duration [hours]
# COLUMN pl_bmasselim:        Planet Mass or Mass*sin(i) Limit Flag
# COLUMN pl_bmasseerr2:       Planet Mass or Mass*sin(i) Lower Unc. [Earth Mass]
# COLUMN pl_bmasseerr1:       Planet Mass or Mass*sin(i) Upper Unc. [Earth Mass]
# COLUMN pl_orbeccen:         Orbital Eccentricity
# COLUMN pl_orbincl:          Orbital Inclination [deg]
# COLUMN st_rad:              Stellar Radius [Solar Radius]
# COLUMN st_mass:             Stellar Mass [Solar Mass]
# COLUMN st_teff:             Stellar Effective Temperature [K]
# COLUMN pl_ratror:           Ratio of Planet Radius to Stellar Radius
# COLUMN st_met:              Stellar Metallicity [dex]
# COLUMN st_metlim:           Stellar Metallicity Limit Flag
# COLUMN sy_jmag:             J (2MASS) Magnitude
# COLUMN discoverymethod:     Discovery Method
# COLUMN pl_controv_flag:     Controversial Flag
# COLUMN st_tefferr1:         Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:         Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_raderr1:          Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:          Stellar Radius Lower Unc. [Solar Radius]
# COLUMN pl_orbsmaxerr1:      Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2:      Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN sy_jmagerr1:         J Magnitude Upper Unc.
# COLUMN sy_jmagerr2:         J Magnitude Lower Unc.
# COLUMN pl_bmasseerr_avg:    Planet Mass 1σ Average Error [Earth Mass]
# COLUMN pl_radeerr_avg:      Planet Radius 1σ Average Error [Earth Radius]
# COLUMN st_tefferr_avg:      Stellar Effective Temperature 1σ Average Error [K]
# COLUMN st_raderr_avg:       Stellar Radius 1σ Average Error [Solar Radius]
# COLUMN pl_orbsmaxerr_avg:   Orbit Semi-Major Axis 1σ Average Error [au]
# COLUMN sy_jmagerr_avg:      J Magnitude 1σ Average Error
# COLUMN g_planet_cgs:        Planet Surface Gravity [cm/s²]
# COLUMN g_planet_cgs_err:    Planet Surface Gravity 1σ Error [cm/s²]
# COLUMN pl_Teq:              Planet Equilibrium Temperature [K]
# COLUMN pl_Teq_err:          Planet Equilibrium Temperature 1σ Error [K]
# COLUMN pl_tsm:              Transmission Spectroscopy Metric (TSM)
# COLUMN pl_tsm_err:          TSM 1σ Error
#
pl_name,pl_orbper,pl_orbsmax,pl_bmasse,pl_rade,pl_radelim,pl_radeerr1,pl_radeerr2,pl_trandep,pl_trandur,pl_bmasselim,pl_bmasseerr2,pl_bmasseerr1,pl_orbeccen,pl_orbincl,st_rad,st_mass,st_teff,pl_ratror,st_met,st_metlim,sy_jmag,discoverymethod,pl_controv_flag,st_tefferr1,st_tefferr2,st_raderr1,st_raderr2,pl_orbsmaxerr1,pl_orbsmaxerr2,sy_jmagerr1,sy_jmagerr2,pl_bmasseerr_avg,pl_radeerr_avg,st_tefferr_avg,st_raderr_avg,pl_orbsmaxerr_avg,sy_jmagerr_avg,g_planet_cgs,g_planet_cgs_err,pl_Teq,pl_Teq_err,pl_tsm,pl_tsm_err
Kepler-47 b,49.4643,0.2877,2.07,3.05,0.0,0.04,-0.04,,,0.0,-2.07,23.7,0.021,89.752,0.936,0.957,5636.0,0.02984,-0.25,0.0,13.97,Transit,0.0,100.0,-100.0,0.005,-0.005,0.0014,-0.0011,0.028,-0.028,12.885,0.04,100.0,0.005,0.00125,0.028,218.51486151341146,1360.187916651975,448.38073328699227,8.104041683477293,14.428938676359039,89.81741309339263
Kepler-48 b,4.778,0.05394,3.94,1.88,0.0,0.1,-0.1,0.0473,2.7361,0.0,-2.1,2.1,0.0,89.91,0.89,0.88,5194.0,0.019318,0.17,0.0,11.702,Transit,0.0,73.0,-73.0,0.05,-0.05,0.00032,-0.00032,0.024,-0.024,2.1,0.1,73.0,0.05,0.00032,0.024,1094.6892060696375,594.9723218343864,930.5708465490327,29.35909677266798,11.40032678547549,6.482063790864637
Kepler-48 c,9.67395,0.08633,14.61,2.71,0.0,0.14,-0.14,0.09527,3.287,0.0,-2.3,2.3,0.0,89.51,0.89,0.88,5194.0,0.027892,0.17,0.0,11.702,Transit,0.0,73.0,-73.0,0.05,-0.05,0.00051,-0.00051,0.024,-0.024,2.3,0.14,73.0,0.05,0.00051,0.024,1953.5383744385651,367.8586609938864,735.5700589943743,23.206047493553807,7.279008586856749,1.8203996233284812
Kepler-48 d,42.8961,0.23302,7.93,2.04,0.0,0.11,-0.11,0.05553,5.625,0.0,-4.6,4.6,0.0,89.99,0.89,0.88,5194.0,0.021021,0.17,0.0,11.702,Transit,0.0,73.0,-73.0,0.05,-0.05,0.00138,-0.00138,0.024,-0.024,4.6,0.11,73.0,0.05,0.00138,0.024,1871.2127371674778,1104.0439251980804,447.7218758492151,14.125210106211377,3.4818989371199565,2.136189016675409
Kepler-49 b,7.2,0.05929,9.77,2.579,0.0,0.087,-0.086,0.17659,2.5418,0.0,-0.95,0.94,0.0,89.9,0.618,0.607,4095.6,0.038237,0.03,0.0,13.184,Transit,0.0,74.7,-74.7,0.02,-0.02,0.00227,-0.00227,0.021,-0.021,0.945,0.0865,74.7,0.02,0.00227,0.021,1442.454729489056,169.789991780288,583.2154383713925,18.079286739701473,7.796183800487273,1.225859710059072
Kepler-49 c,10.91,0.07821,8.38,2.444,0.0,0.083,-0.082,0.13872,2.1801,0.0,-0.89,0.92,0.008,88.68,0.618,0.607,4095.6,0.034,0.03,0.0,13.184,Transit,0.0,74.7,-74.7,0.02,-0.02,0.003,-0.003,0.021,-0.021,0.905,0.0825,74.7,0.02,0.003,0.021,1377.691338549179,175.46442752254623,507.79520306792375,15.752586357015314,6.735064744569971,1.1100285063299837
Kepler-538 b,81.73778,0.3554,12.9,2.215,0.0,0.04,-0.034,0.06416,6.7005,0.0,-2.9,2.9,0.21,89.73,0.8717,0.892,5534.0,0.022911,-0.09,0.0,10.026,Transit,0.0,61.0,-61.0,0.0064,-0.0061,0.0068,-0.0047,0.024,-0.024,2.9,0.037000000000000005,61.0,0.00625,0.00575,0.024,2581.9781440577726,586.8192855133053,382.27150915922954,5.403335955634713,5.276426169171571,1.2213155040151873
Kepler-549 b,42.9495649,0.23236,11.0,2.57,0.0,0.23,-0.17,0.09591,5.3469,0.0,-3.2,4.2,0.0,89.99,0.84,0.88,5360.0,0.028486,-0.03,0.0,13.303,Transit,0.0,66.88,-72.9,0.073,-0.05,0.00148,-0.00148,0.023,-0.023,3.7,0.2,69.89,0.0615,0.00148,0.023,1635.448041430931,606.1424415807126,449.5020884331518,17.526232836463606,2.7061406913931663,1.181809919341739
Kepler-57 b,5.72,0.05988,25.06,3.135,0.0,0.09,-0.088,0.08654,1.1816,0.0,-4.91,5.16,0.0162,88.9,0.826,0.859,5187.9,0.033651,0.1166,0.0,13.437,Transit,0.0,90.8,-90.8,0.019,-0.019,0.00059,-0.00059,0.024,-0.024,5.035,0.089,90.8,0.019,0.00059,0.024,2503.89601439925,522.7792960718236,849.8625441045026,18.284446882315557,4.0265225245621625,0.9032607183867312
Kepler-57 c,11.6,0.09588,6.86,2.196,0.0,0.067,-0.065,0.04893,2.2603,0.0,-1.43,1.52,0.0725,89.96,0.826,0.859,5187.9,0.019868,0.1166,0.0,13.437,Transit,0.0,90.8,-90.8,0.019,-0.019,0.00095,-0.00095,0.024,-0.024,1.475,0.066,90.8,0.019,0.00095,0.024,1396.9142791476586,311.87310331465494,671.623018395416,14.45395030426373,3.9328638706450336,0.9394734720963981
Kepler-60 b,7.1334,0.07255,4.19,1.71,0.0,0.13,-0.13,0.0145,4.368,0.0,-0.52,0.56,0.0,86.52,1.257,1.041,5905.0,0.01397,-0.09,0.0,12.804,Transit,0.0,144.0,-144.0,0.094,-0.094,0.00061,-0.00061,0.023,-0.023,0.54,0.13,144.0,0.094,0.00061,0.023,1407.1231714333107,280.4655790429231,1084.1186046151304,48.609320559964516,2.8362930148133785,0.8654977070465156
Kepler-60 c,8.9187,0.08422,3.85,1.9,0.0,0.15,-0.15,0.01806,4.146,0.0,-0.81,0.81,0.039,87.32,1.257,1.041,5905.0,0.01513,-0.09,0.0,12.804,Transit,0.0,144.0,-144.0,0.094,-0.094,0.00073,-0.00073,0.023,-0.023,0.81,0.15,144.0,0.094,0.00073,0.023,1047.2824845142673,275.48613187570436,1006.2082811676586,45.12844722653871,3.929958374086743,1.388619572799967
Kepler-60 d,11.8981,0.10203,4.16,1.99,0.0,0.16,-0.16,0.01309,3.015,0.0,-0.75,0.84,0.002,87.21,1.257,1.041,5905.0,0.01115,-0.09,0.0,12.804,Transit,0.0,144.0,-144.0,0.094,-0.094,0.00087,-0.00087,0.023,-0.023,0.7949999999999999,0.16,144.0,0.094,0.00087,0.023,1031.5671183327363,257.6427378856893,914.1796773677027,40.99479179170961,3.796622794312524,1.3107633109180978
Kepler-65 c,5.859944,0.068,5.4,2.58,0.0,0.06,-0.06,0.0282,3.928,0.0,-1.7,1.7,0.02,92.33,1.41,1.25,6211.0,0.016743,0.17,0.0,10.066,Transit,0.0,66.0,-66.0,0.03,-0.03,0.004,-0.002,0.018,-0.018,1.7,0.06,66.0,0.03,0.003,0.018,796.6446803319109,253.51794673429038,1247.4541560109385,33.30220171313808,24.390588104427188,7.962248883253668
Kepler-65 d,8.13123,0.084,4.14,1.52,0.0,0.04,-0.04,0.0098,4.1,0.0,-0.8,0.79,0.014,92.35,1.41,1.25,6211.0,0.01081,0.17,0.0,10.066,Transit,0.0,66.0,-66.0,0.03,-0.03,0.006,-0.002,0.018,-0.018,0.795,0.04,66.0,0.03,0.004,0.018,1759.6385900523806,350.3635056029827,1122.3786775656074,31.606176203218222,5.853318416684221,1.2523952757571928
Kepler-68 b,5.39875259,0.06135,8.03,2.357,0.0,0.023,-0.023,0.03458,3.43422,0.0,-0.67,0.67,0.09,87.23,1.2564,1.057,5847.0,0.01869,0.11,0.0,8.975,Transit,0.0,75.0,-75.0,0.0084,-0.0084,0.00043,-0.00043,0.046,-0.046,0.67,0.023,75.0,0.0084,0.00043,0.046,1419.40618323711,121.62777843793272,1167.0722404079916,16.00168542030784,24.354298862596448,2.2630227735101642
Kepler-79 b,13.4845,0.117,10.9,3.47,0.0,0.07,-0.07,0.06751,5.0575,0.0,-6.0,7.4,0.015,88.78,1.302,1.165,6174.0,0.02442,-0.0731,0.0,12.913,Transit,0.0,83.0,-117.0,0.026,-0.027,0.002,-0.002,0.025,-0.025,6.7,0.07,100.0,0.0265,0.002,0.025,888.9510779580354,547.5952596993951,908.4209710380633,19.032599544527198,6.8744360939161115,4.258385504948315
Kepler-79 c,27.4029,0.187,5.9,3.72,0.0,0.08,-0.08,0.07899,6.8491,0.0,-2.3,1.9,0.03,89.48,1.302,1.165,6174.0,0.02618,-0.0731,0.0,12.913,Transit,0.0,83.0,-117.0,0.026,-0.027,0.002,-0.003,0.025,-0.025,2.0999999999999996,0.08,100.0,0.0265,0.0025,0.025,418.67443645743475,150.10378247120335,718.553781094241,14.560034808448885,12.377247866777424,4.514731207575587
Kepler-79 e,81.0659,0.386,4.1,3.49,0.0,0.14,-0.14,0.0453,3.001,0.0,-1.1,1.2,0.012,89.13,1.302,1.165,6174.0,0.02458,-0.0731,0.0,12.913,Transit,0.0,83.0,-117.0,0.026,-0.027,0.005,-0.005,0.025,-0.025,1.15,0.14,100.0,0.0265,0.005,0.025,330.5546838492394,96.43483934016967,500.13405791641117,10.100392938267449,10.236862154664434,3.1610773380696395
Kepler-80 b,7.05246,0.0648,6.93,2.67,0.0,0.1,-0.1,0.14801,2.3982,0.0,-0.7,1.05,0.0049,89.34,0.678,0.73,4540.0,0.03441,0.04,0.0,12.954,Transit,0.0,100.0,-100.0,0.023,-0.023,0.0009,-0.0009,0.023,-0.023,0.875,0.1,100.0,0.023,0.0009,0.023,954.59910847027,140.14482032894009,647.72574901053,18.560328322351477,12.511312412931469,2.3104758336731925
Kepler-80 c,9.52355,0.0792,6.74,2.74,0.0,0.12,-0.1,0.14913,2.3569,0.0,-0.86,1.23,0.0079,89.33,0.678,0.73,4540.0,0.03654,0.04,0.0,12.954,Transit,0.0,100.0,-100.0,0.023,-0.023,0.0011,-0.0011,0.023,-0.023,1.045,0.11,100.0,0.023,0.0011,0.023,881.5949290419625,153.92758739605577,585.8899845054118,16.788448644830826,12.575319366396672,2.6402343003791118
Kepler-80 d,3.07222,0.0372,6.75,1.53,0.0,0.09,-0.07,0.0539,1.8732,0.0,-0.51,0.69,0.0041,88.35,0.678,0.73,4540.0,0.01914,0.04,0.0,12.954,Transit,0.0,100.0,-100.0,0.023,-0.023,0.0005,-0.0005,0.023,-0.023,0.6,0.08,100.0,0.023,0.0005,0.023,2831.5955669621353,388.63274566907376,854.8840117569546,24.450661810338918,3.189986696516236,0.6221744296931878
Kepler-80 e,4.64489,0.0491,4.13,1.6,0.0,0.08,-0.07,0.05655,2.0271,0.0,-0.95,0.81,0.0035,88.79,0.678,0.73,4540.0,0.0206,0.04,0.0,12.954,Transit,0.0,100.0,-100.0,0.023,-0.023,0.0007,-0.0007,0.023,-0.023,0.88,0.07500000000000001,100.0,0.023,0.0007,0.023,1584.2379004026543,368.7908611056372,744.1113325853721,21.355789477411893,5.1898997920019,1.380117182479925
Kepler-81 b,5.955,0.0522,17.2,2.42,0.0,0.38,-0.38,0.15051,2.3691,0.0,-5.5,6.3,0.0,89.0,0.59,0.64,4385.0,0.034923,-0.18,0.0,13.168,Transit,0.0,49.1,-36.59,0.03,-0.03,0.00221,-0.00221,0.021,-0.021,5.9,0.38,42.845,0.03,0.00221,0.021,2884.0848120187247,1341.3075003653278,650.231967573967,22.430115160248743,4.508711946698734,2.671963852830982
Kepler-81 c,12.04,0.08347,4.3,2.37,0.0,0.37,-0.37,0.13169,2.7363,0.0,-1.8,2.7,0.0,89.51,0.59,0.64,4385.0,0.032857,-0.18,0.0,13.168,Transit,0.0,49.1,-36.59,0.03,-0.03,0.00353,-0.00353,0.021,-0.021,2.25,0.37,42.845,0.03,0.00353,0.021,751.7649545615224,458.07608386115317,514.2074467484541,17.730535906312358,13.396195167182265,9.517681882533957
Kepler-83 b,9.77,0.07295,2.94,2.83,0.0,0.41,-0.41,0.18978,2.4764,0.0,-0.62,0.88,0.0,89.84,0.61,0.66,4082.0,0.04013,-0.2,0.0,13.737,Transit,0.0,39.2,-37.69,0.03,-0.03,0.00284,-0.00284,0.021,-0.021,0.75,0.41,38.445,0.03,0.00284,0.021,360.4829860917302,139.1640118433652,520.6348493562614,17.048541930389906,24.699917949791043,12.710742433450237
Kepler-83 c,20.09,0.11796,2.03,2.36,0.0,0.35,-0.35,0.14321,3.5881,0.0,-0.39,0.52,0.0,87.49,0.61,0.66,4082.0,0.036232,-0.2,0.0,13.737,Transit,0.0,39.2,-37.69,0.03,-0.03,0.00459,-0.00459,0.021,-0.021,0.455,0.35,38.445,0.03,0.00459,0.021,357.9170147808839,133.0639984630816,409.4289060348501,13.404682038300047,16.0594011695097,8.173393437510178
Kepler-85 b,8.3,0.07885,1.84,1.778,0.0,0.05,-0.05,0.04022,3.8786,0.0,-0.47,0.6,0.02,88.14,0.875,0.928,5505.2,0.02179,0.12,0.0,13.552,Transit,0.0,89.4,-89.4,0.021,-0.021,0.00045,-0.00045,0.023,-0.023,0.5349999999999999,0.05,89.4,0.021,0.00045,0.023,571.5636780578216,169.26890402213513,808.8802729169331,16.495088474042507,7.921658749771642,2.4350731439383995
Kepler-85 c,12.51,0.10363,2.15,1.978,0.0,0.056,-0.057,0.0441,4.572,0.0,-0.57,0.73,0.027,88.14,0.875,0.928,5505.2,0.02406,0.12,0.0,13.552,Transit,0.0,89.4,-89.4,0.021,-0.021,0.00059,-0.00059,0.023,-0.023,0.6499999999999999,0.0565,89.4,0.021,0.00059,0.023,539.630139481288,166.03114782983852,705.5736340537519,14.387732322236722,8.142114109571002,2.5949721789232387
Kepler-9 d,1.592851,0.0273,8.41466053,1.64,0.0,0.19,-0.14,0.02483,1.97,0.0,-4.18940522,4.18940522,0.0,89.38,1.02,1.07,5777.0,0.0147,0.12,0.0,12.71,Transit,0.0,61.0,-61.0,0.05,-0.05,0.00042,-0.00043,0.021,-0.021,4.18940522,0.165,61.0,0.05,0.00042500000000000003,0.021,3072.268842775943,1649.7929609519426,1557.5037282978103,43.29788097470276,2.838534915234613,1.6779877522420232
Kepler-92 b,13.749,0.12232,64.3,3.51,0.0,0.1,-0.1,0.04141,6.0538,0.0,-13.9,13.9,0.17,87.19,1.7,1.21,5883.0,0.02106,0.1381,0.0,10.747,Transit,0.0,50.0,-50.0,0.05,-0.05,0.00189,-0.00189,0.023,-0.023,13.9,0.1,50.0,0.05,0.00189,0.023,5125.155569404853,1145.7675245045339,967.347554112935,18.050367376828685,2.04270212772091,0.4917653873601035
Kepler-92 c,26.723,0.19054,6.1,2.6,0.0,0.08,-0.08,0.01948,8.5096,0.0,-1.8,1.8,0.04,89.92,1.7,1.21,5883.0,0.0156,0.1381,0.0,10.747,Transit,0.0,50.0,-50.0,0.05,-0.05,0.00294,-0.00294,0.023,-0.023,1.8,0.08,50.0,0.05,0.00294,0.023,886.1218624256002,267.10416089159185,775.0651213345892,14.459005603513832,6.902415599439706,2.1774303209112316
Kepler-92 d,49.3568,0.28682,11.8666806,2.067,0.0,0.056,-0.056,0.01383,10.916,0.0,-11.28149826,11.28149826,0.07,89.53,1.81719,1.07,5904.34,0.01106,0.1381,0.0,10.747,Transit,0.0,120.45,-139.24,0.126065,-0.05488,0.00436,-0.00436,0.023,-0.023,11.28149826,0.056,129.845,0.09047250000000001,0.00436,0.023,2727.4613966120455,2597.1701035273554,655.5031404408104,22.336022809204835,1.3195833345213217,1.266799935967873
Kepler-94 b,2.50806,0.03377,10.84,3.51,0.0,0.15,-0.15,0.15076,1.0724,0.0,-1.4,1.4,0.0,86.61,0.76,0.81,4781.0,0.04238,0.34,0.0,11.181,Transit,0.0,98.0,-98.0,0.03,-0.03,0.00024,-0.00024,0.025,-0.025,1.4,0.15,98.0,0.03,0.00024,0.025,864.0231162107093,133.8125842089476,1000.3868504972188,28.68738857494603,51.33845879800646,10.306657554270943
Kepler-95 b,11.5231,0.10232,13.0,3.42,0.0,0.09,-0.09,0.05048,3.8853,0.0,-2.9,2.9,0.0,90.0,1.41,1.08,5699.0,0.022166,0.3,0.0,11.21,Transit,0.0,74.0,-74.0,0.04,-0.04,0.00123,-0.00123,0.021,-0.021,2.9,0.09,74.0,0.04,0.00123,0.021,1091.443987388606,250.16076362357256,933.1165936983786,18.800093027639473,10.588699482754576,2.5875152194350344
Kepler-96 b,16.2385,0.1261,8.46,2.67,0.0,0.22,-0.22,0.06433,3.817,0.0,-3.4,3.4,0.0,87.94,1.02,1.0,5690.0,0.023967,0.04,0.0,9.26,Transit,0.0,73.0,-73.0,0.09,-0.09,0.00088,-0.00088,0.024,-0.024,3.4,0.22,73.0,0.09,0.00088,0.024,1165.354755794875,506.1902452806879,713.7773688461555,32.88909742400285,27.346162907609084,13.836378507579344
Kepler-98 b,1.54168,0.02614,3.55,1.99,0.0,0.22,-0.22,0.02965,1.9874,0.0,-1.6,1.6,0.0,86.47,1.11,0.99,5539.0,0.016377,0.18,0.0,11.672,Transit,0.0,73.0,-73.0,0.12,-0.12,0.00019,-0.00019,0.019,-0.019,1.6,0.22,73.0,0.12,0.00019,0.019,880.3036706925996,441.92818362442284,1592.0181987151002,88.76471605256005,16.73414360796826,10.083155066398582
L 168-9 b,1.40152604,0.0208,4.07,1.63,0.0,0.14,-0.14,0.05937541,1.02,0.0,-0.45,0.45,0.0,84.27,0.604,0.614,3842.0,0.0247,-0.03,0.0,7.941,Transit,0.0,32.0,-32.0,0.037,-0.037,0.0006,-0.0006,0.019,-0.019,0.45,0.14,32.0,0.037,0.0006,0.019,1504.2828802263723,307.30373805873523,913.1710345691097,31.837357755946137,86.61980450984929,26.686803531286078
L 98-59 d,7.450729,0.0494,1.64,1.627,0.0,0.041,-0.041,0.1445,0.84,0.0,-0.07,0.07,0.006,88.44,0.3155,0.2923,3415.0,0.0448,-0.46,0.0,7.933,Transit,0.0,60.0,-60.0,0.0062,-0.0062,0.0016,-0.0016,0.027,-0.027,0.07,0.041,60.0,0.0062,0.0016,0.027,608.385780179526,40.18084186574586,380.6579289272226,9.834606820421872,327.8124994124873,32.62331466985521
LHS 1140 b,24.73723,0.0946,5.6,1.73,0.0,0.025,-0.025,0.538,2.15,0.0,-0.19,0.19,0.043,89.86,0.2159,0.1844,3096.0,0.0739,-0.15,0.0,9.612001,Transit,0.0,48.0,-48.0,0.003,-0.003,0.0017,-0.0017,0.023,-0.023,0.19,0.025,48.0,0.003,0.0017,0.023,1837.4102438056145,81.89282407127625,206.29545979302452,3.9648141029549238,61.64601573983464,4.035096942019602
LP 791-18 c,4.9899093,0.02961,7.1,2.438,0.0,0.096,-0.096,1.89314106,1.167,0.0,-0.7,0.7,8e-05,89.78,0.182,0.139,2960.0,0.12261,-0.09,0.0,11.559,Transit,0.0,55.0,-55.0,0.007,-0.007,0.00035,-0.00036,0.024,-0.024,0.7,0.096,55.0,0.007,0.000355,0.024,1173.0087688404217,148.01465385230955,323.6802243053846,8.870339739091731,122.57070685973824,21.393848456443656
LTT 3780 c,12.252284,0.0757,8.04,2.39,0.0,0.1,-0.11,0.3355,1.54,0.0,-0.48,0.5,0.024,88.958,0.38,0.381,3358.0,0.0579,0.06,0.0,9.007,Transit,0.0,92.0,-92.0,0.012,-0.012,0.0018,-0.0018,0.03,-0.03,0.49,0.10500000000000001,92.0,0.012,0.0018,0.03,1382.1989521690177,147.80341061724,331.84288879236016,11.210527637806445,77.67361558813423,12.621998456802931
NGTS-34 b,43.12655,0.257,19.1,3.65,0.0,0.22,-0.22,,5.255,0.0,-4.5,4.9,,88.874,1.367,1.266,6134.0,0.0245,0.228,0.0,8.228,Transit,0.0,55.0,-50.0,0.061,-0.061,0.018,-0.018,0.023,-0.023,4.7,0.22,52.5,0.061,0.018,0.023,1407.8550755555752,385.77252241881206,623.9782220459512,26.454212158092158,24.60863920152694,7.90252298595248
NGTS-4 b,1.3373508,0.019,20.6,3.18,0.0,0.26,-0.26,0.12266761,1.8,0.0,-3.0,3.0,0.0,82.5,0.84,0.75,5143.0,0.035,-0.28,0.0,11.584,Transit,0.0,100.0,-100.0,0.01,-0.01,0.005,-0.005,0.022,-0.022,3.0,0.26,100.0,0.01,0.005,0.022,2000.4296960190316,438.03407068222344,1508.298613783359,200.81632776037267,20.594576657237592,6.505025200926792
Ross 176 b,5.0066338,0.0464,4.57,1.84,0.0,0.08,-0.08,0.129,1.66,0.0,-0.93,0.89,0.25,89.42,0.569,0.577,4041.0,0.0296,-0.19,0.0,9.243,Transit,0.0,69.0,-69.0,0.02,-0.02,0.0012,-0.001,0.018,-0.018,0.91,0.08,69.0,0.02,0.0010999999999999998,0.018,1325.5339838683487,288.016584063152,624.1571621828871,16.98956531144949,46.92207827675226,11.722582161517195
TOI-1052 b,9.139703,0.09103,16.9,2.87,0.0,0.29,-0.24,0.03584158,3.0912936,0.0,-1.7,1.7,0.18,87.53,1.264,1.204,6146.0,0.0194,0.14,0.0,8.56,Transit,0.0,62.0,-62.0,0.033,-0.033,0.00062,-0.00063,0.024,-0.024,1.7,0.265,62.0,0.033,0.000625,0.024,2014.8059452366447,423.6908830979182,1010.1405063822945,17.021740540307718,21.971342488317692,6.590749325217957
TOI-1062 b,4.11296,0.052,10.15,2.265,0.0,0.096,-0.091,0.0487,1.08,0.0,-0.84,0.81,0.177,85.913,0.84,0.94,5328.0,0.0234,0.14,0.0,8.777,Transit,0.0,56.0,-56.0,0.09,-0.09,0.024,-0.025,0.023,-0.023,0.825,0.0935,56.0,0.09,0.0245,0.023,1942.8529991604769,225.09305552324128,944.5178120316572,228.40318613805317,33.912569920728004,12.059272935576784
TOI-1064 b,6.443868,0.06152,13.5,2.587,0.0,0.043,-0.042,0.1067,1.98,0.0,-1.8,1.7,0.047,87.709,0.726,0.748,4734.0,0.03267,0.05,0.0,9.097,Transit,0.0,67.0,-67.0,0.007,-0.007,0.00086,-0.00089,0.023,-0.023,1.75,0.042499999999999996,67.0,0.007,0.0008749999999999999,0.023,1980.8483297524942,264.8965032798191,717.2926250173157,11.875918026013517,33.331064724671855,4.712665143519764
TOI-1064 c,12.226574,0.09429,2.5,2.651,0.0,0.043,-0.042,0.12063693,2.37,0.0,-2.0,1.8,0.088,88.455,0.726,0.748,4734.0,0.03347,0.05,0.0,9.097,Transit,0.0,67.0,-67.0,0.007,-0.007,0.00132,-0.00136,0.023,-0.023,1.9,0.042499999999999996,67.0,0.007,0.00134,0.023,349.325963634453,265.7238957413848,579.3909550668909,9.591301297596027,156.44373983611987,119.21292438188392
TOI-1075 b,0.6047328,0.01159,9.95,1.791,0.0,0.116,-0.081,0.10276833,1.0403847,0.0,-1.3,1.36,0.0,84.67,0.581,0.604,3875.0,0.0282,-0.08,0.0,9.935,Transit,0.0,75.0,-75.0,0.024,-0.024,0.00023,-0.0002,0.023,-0.023,1.33,0.0985,75.0,0.024,0.00021500000000000002,0.023,3046.0864278877984,527.2985647152382,1210.11326075748,36.04491250216988,26.87249416293957,6.181509709115981
TOI-1117 b,2.22816,0.033,8.9,2.46,0.0,0.13,-0.12,0.063,2.015,0.0,-0.96,0.95,0.0,88.2,1.05,0.97,5635.0,,0.136,0.0,9.770001,Transit,0.0,62.0,-62.0,0.03,-0.03,0.0002,-0.0002,0.022,-0.022,0.955,0.125,62.0,0.03,0.0002,0.022,1444.209192501152,213.4395615578002,1401.9727262147987,25.63437025496314,29.7952220693321,5.842746820121643
